AccountID,AccountCode,AccountName,AccountType,IsActive,Groupid,Subgroupid,Subgroupid2,Subgroupid3,Linegroupid,Tenantid,MainGroup
415,2530,Deferred Tax Liabilities,Liability,1,,,,,,109,Long Liabilities
416,3010,Common Stock,Equity,1,,,,,,109,None
417,3020,Preferred Stock,Equity,1,,,,,,109,None
418,3030,Additional Paid,Equity,1,,,,,,109,None
419,3040,Retained Earnings,Equity,1,,,,,,109,None
420,3050,Treasury Stock,Equity,1,,,,,,109,None
421,4010,Sales Revenue – Domestic,Revenue,1,,,,,,109,None
422,4020,Sales Revenue – Export,Revenue,1,,,,,,109,None
423,4030,Returns & Allowances (Contra Revenue),Revenue,1,,,,,,109,None
424,4040,"Other Income (Scrap Sales, Rental Income)",Revenue,1,,,,,,109,None
425,5010,Direct Materials,Expense,1,,,,,,109,None
426,5020,Direct Labor,Expense,1,,,,,,109,None
427,5030,Manufacturing Overhead,Expense,1,,,,,,109,None
428,5040,Depreciation – Manufacturing Equipment,Expense,1,,,,,,109,None
429,5050,Factory Supplies,Expense,1,,,,,,109,None
430,6010,Advertising & Marketing,Expense,1,,,,,,109,Operting Expense
431,6020,Sales Commissions,Expense,1,,,,,,109,Operting Expense
432,6030,Freight & Shipping,Expense,1,,,,,,109,Operting Expense
433,6510,Salaries & Wages (Office Staff),Expense,1,,,,,,109,General & Administrative
434,6520,Rent & Utilities,Expense,1,,,,,,109,General & Administrative
435,6530,Depreciation – Office Equipment,Expense,1,,,,,,109,General & Administrative
436,6540,Insurance,Expense,1,,,,,,109,General & Administrative
437,7010,R&D Salaries,Expense,1,,,,,,109,Research & Development
438,7020,Lab Supplies,Expense,1,,,,,,109,Research & Development
439,7030,R&D Equipment Depreciation,Expense,1,,,,,,109,Research & Development
440,8010,Interest Expense,Revenue,1,,,,,,109,Other Expenses & Income
441,8020,Interest Income,Revenue,1,,,,,,109,Other Expenses & Income
442,8030,Gains/Losses on Asset Sales,Revenue,1,,,,,,109,Other Expenses & Income
443,1061,Inventory – Process,Asset,1,,,,,,102,Current Assets
446,8040,testing,Liability,1,1,1,1,,,101,SALES
447,8050,tetsing2,Expense,1,1,1,3,2,1,101,SALES
448,9999,Test COA,Revenue,1,23,10,9,0,0,105,New Group
449,1010,Cash on Hand,Revenue,1,117,,,3,,110,l1
450,1020,Checking Account,Asset,1,1,3,8,,3,110,Sales
451,1030,Savings Account,Asset,1,91,,,,,110,Current Assets
452,1040,Accounts Receivable,Asset,1,91,,,,,110,Current Assets
453,1050,Allowance for Doubtful Accounts (Contra Account),Asset,1,91,,,,,110,Current Assets
454,1060,Inventory – Raw Materials,Expense,1,1,1,,,,110,SALES
455,1070,Inventory – Work in Progress,Expense,1,1,1,,,,110,SALES
456,1080,Inventory – Finished Goods,Asset,1,91,,,,,110,Current Assets
457,1090,Prepaid Expenses,Asset,1,91,,,,,110,Current Assets
458,1510,Land,Asset,1,93,,,0,,110,Fixed Assets
459,1520,Buildings,Asset,1,93,,,,,110,Fixed Assets
460,1530,Machinery & Equipment,Asset,1,93,,,,,110,Fixed Assets
461,1540,Vehicles,Asset,1,1,1,3,,,110,SALES
462,1550,Office Equipment,Asset,1,93,,,,,110,Fixed Assets
463,1560,Accumulated Depreciation (Contra Account),Asset,1,93,,,,,110,Fixed Assets
464,1810,Investments,Asset,1,98,,,,,110,Other Assets
465,1820,"Intangible Assets (Patents, Trademarks)",Asset,1,98,,,,,110,Other Assets
466,1830,Goodwill,Asset,1,98,,,,,110,Other Assets
467,2010,Accounts Payable,Liability,1,92,,,,,110,Current Liabilities
468,2020,Accrued Expenses,Liability,1,92,,,,,110,Current Liabilities
469,2030,Notes Payable (Short Loan),Liability,1,92,,,,,110,Current Liabilities
470,2040,Payroll Liabilities,Liability,1,92,,,,,110,Current Liabilities
471,2050,Sales Tax Payable,Liability,1,92,,,,,110,Current Liabilities
472,2060,Income Tax Payable,Liability,1,92,,,,,110,Current Liabilities
473,2510,Long,Liability,1,95,,,,,110,Long Liabilities
474,2520,Bonds Payable,Liability,1,95,,,,,110,Long Liabilities
475,2530,Deferred Tax Liabilities,Liability,1,95,,,,,110,Long Liabilities
476,3010,Common Stock,Equity,1,96,,,,,110,None
477,3020,Preferred Stock,Equity,1,96,,,,,110,None
478,3030,Additional Paid,Equity,1,96,,,,,110,None
479,3040,Retained Earnings,Equity,1,96,,,,,110,None
480,3050,Treasury Stock,Equity,1,96,,,,,110,None
481,4010,Sales Revenue – Domestic,Revenue,1,1,1,,,,110,SALES
482,4020,Sales Revenue – Export,Revenue,1,96,,,,,110,None
483,4030,Returns & Allowances (Contra Revenue),Revenue,1,96,,,,,110,None
484,4040,"Other Income (Scrap Sales, Rental Income)",Revenue,1,96,,,,,110,None
485,5010,Direct Materials,Expense,1,96,,,,,110,None
486,5020,Direct Labor,Expense,1,2,12,,,,110,Cost of Goods Sold
487,5030,Manufacturing Overhead,Expense,1,96,,,,,110,None
488,5040,Depreciation – Manufacturing Equipment,Expense,1,96,,,,,110,None
489,5050,Factory Supplies,Expense,1,2,12,,,,110,Cost of Goods Sold
490,6010,Advertising & Marketing,Expense,1,97,,,,,110,Operting Expense
491,6020,Sales Commissions,Expense,1,97,,,,,110,Operting Expense
492,6030,Freight & Shipping,Expense,1,97,,,,,110,Operting Expense
493,6510,Salaries & Wages (Office Staff),Expense,1,94,,,,,110,General & Administrative
494,6520,Rent & Utilities,Expense,1,94,,,,,110,General & Administrative
495,6530,Depreciation – Office Equipment,Expense,1,94,,,,,110,General & Administrative
496,6540,Insurance,Expense,1,94,,,,,110,General & Administrative
497,7010,R&D Salaries,Expense,1,1,1,6,0,,110,Sales
498,7020,Lab Supplies,Expense,1,100,,,,,110,Research & Development
499,7030,R&D Equipment Depreciation,Expense,1,100,,,,,110,Research & Development
500,8010,Interest Expense,Revenue,1,99,,,,,110,Other Expenses & Income
501,8020,Interest Income,Revenue,1,99,,,,,110,Other Expenses & Income
502,8030,Gains/Losses on Asset Sales,Revenue,1,99,,,,,110,Other Expenses & Income
503,8040,testing,Liability,1,1,1,1,,,110,SALES
504,8050,tetsing2,Expense,1,1,1,3,2,1,110,SALES
505,3405,Utility,Expense,1,120,15,,0,,101,Indirect Expenses
506,1010,Cash on Hand,Asset,1,,,,,,111,l1
507,1040,Accounts Receivable,Asset,1,,,,,,111,Current Assets
508,1050,Allowance for Doubtful Accounts (Contra Account),Asset,1,,,,,,111,Current Assets
509,1060,Inventory – Raw Materials,Expense,1,1123,1024,17,0,,111,Operating
510,1070,Inventory – Work in Progress,Expense,1,1123,1024,17,0,,111,Operating
511,1080,Inventory – Finished Goods,Asset,1,,,,,,111,Current Assets
512,1090,Prepaid Expenses,Asset,1,,,,,,111,Current Assets
513,1510,Land,Asset,1,1125,,,0,,111,Fixed Assets
514,1520,Buildings (Workshop),Asset,1,1125,,,0,,111,Fixed Assets
515,1530,"Machinery & Equipment (CNC, Milling, Lathe, Welders)",Asset,1,1125,,,0,,111,Fixed Assets
516,1540,Vehicles (Delivery/Service),Asset,1,1125,,,0,,111,Fixed Assets
517,1550,Office Equipment,Asset,1,1125,,,0,,111,Fixed Assets
518,1560,Accumulated Depreciation (Contra),Asset,1,1125,,,0,,111,Fixed Assets
519,1810,Investments,Asset,1,1126,,,0,,111,Other Assets
520,1820,"Intangible Assets (CAD / CAM Software, Patents)",Asset,1,1126,,,0,,111,Other Assets
521,1830,Goodwill,Asset,1,1126,,,0,,111,Other Assets
522,2010,Accounts Payable,Liability,1,1127,,,0,,111,Current Liabilities
523,2020,"Accrued Expenses (Utilities, Shop Supplies)",Liability,1,1127,,,0,,111,Current Liabilities
524,2030,Notes Payable (Short term Loan),Liability,1,1127,,,0,,111,Current Liabilities
525,2040,Payroll Liabilities,Liability,1,1127,,,0,,111,Current Liabilities
526,2050,Sales Tax Payable,Liability,1,1127,,,0,,111,Current Liabilities
527,2060,Income Tax Payable,Liability,1,1127,,,0,,111,Current Liabilities
528,2510,Long-Term Loan (Machinery / Bank Loan),Liability,1,1128,,,0,,111,Long Term Liabilities
529,2520,Bonds Payable,Liability,1,1128,,,0,,111,Long Term Liabilities
530,2530,Deferred Tax Liabilities,Liability,1,1128,,,0,,111,Long Term Liabilities
531,3010,Common Stock,Equity,1,1129,,,0,,111,Owner Equity
532,3020,Preferred Stock,Equity,1,1129,,,0,,111,Owner Equity
533,3030,Additional Paid,Equity,1,1129,,,0,,111,Owner Equity
534,3040,Retained Earnings,Equity,1,1129,,,0,,111,Owner Equity
535,3050,Treasury Stock,Equity,1,1129,,,0,,111,Owner Equity
536,4010,Sales Revenue – Domestic (Fabricated Parts),Revenue,1,1123,,,0,,111,Operating
537,4020,Sales Revenue – External Services,Revenue,1,1123,1022,,0,,111,Operating
538,4030,Returns & Allowances (Contra Revenue),Revenue,1,1121,,,0,,111,Operating Revenue
539,4040,"Other Income (Scrap Sales, Rental Income)",Revenue,1,1130,,,0,,111,Other Income
540,5010,"Direct Materials (Steel, Aluminum, Mechanical Parts)",Expense,1,1123,1024,,0,,111,Operating
541,5020,Direct Services (External),Expense,1,1123,1024,,0,,111,Operating
542,5030,Manufacturing Overhead,Expense,1,,,,,,111,None
543,5040,Depreciation – Manufacturing Equipment,Expense,1,,,,,,111,None
544,5050,Factory Supplies,Expense,1,,,,,,111,Cost of Goods Sold
545,6010,Advertising & Marketing,Expense,1,,,,,,111,Operting Expense
546,6020,Sales Commissions,Expense,1,,,,,,111,Operting Expense
547,6030,Freight & Shipping,Expense,1,,,,,,111,Operting Expense
548,6510,Salaries & Wages (Office Staff),Expense,1,,,,,,111,General & Administrative
549,6520,Rent & Utilities,Expense,1,,,,,,111,General & Administrative
550,6530,Depreciation – Office Equipment,Expense,1,,,,,,111,General & Administrative
551,6540,Insurance,Expense,1,,,,,,111,General & Administrative
552,7010,R&D Salaries,Expense,1,1123,1024,17,0,,111,Operating
553,7020,Lab Supplies,Expense,1,,,,,,111,Research & Development
554,7030,R&D Equipment Depreciation,Expense,1,,,,,,111,Research & Development
555,8010,Interest Expense,Revenue,1,,,,,,111,Other Expenses & Income
556,8020,Interest Income,Revenue,1,1130,,,0,,111,Other Income
557,8030,Gains/Losses on Asset Sales,Revenue,1,1130,,,0,,111,Other Income
1505,5120,Direct Labor,Expense,1,1123,1024,14,0,,111,Operating
1506,5200,Manufacturing Overheads,Expense,1,1123,1024,16,0,,111,Operating
1507,6230,Office Supplies,Expense,1,1124,1025,19,0,,111,Operating Expenses
1508,6260,External Services,Expense,1,1124,1025,,0,,111,Operating Expenses
1509,6250,Repairs & Maintenance,Expense,1,1124,1025,21,0,,111,Operating Expenses
1510,1111,Cloud Expenses,Expense,1,1124,1026,0,0,0,111,Operating Expenses
1511,8060,Offset Prepaid,Asset,1,,,,,,101,Current Asset
1512,8060,Offset Prepaid,Asset,1,,,,,,102,Current Asset
1513,8060,Offset Prepaid,Asset,1,,,,,,103,Current Asset
1514,8060,Offset Prepaid,Asset,1,,,,,,105,Current Asset
1515,8060,Offset Prepaid,Asset,1,,,,,,104,Current Asset
1516,8060,Offset Prepaid,Asset,1,,,,,,107,Current Asset
1517,8060,Offset Prepaid,Asset,1,,,,,,108,Current Asset
1518,8060,Offset Prepaid,Asset,1,,,,,,109,Current Asset
1519,8060,Offset Prepaid,Asset,1,,,,,,110,Current Asset
1520,8060,Offset Prepaid,Asset,1,,,,,,111,Current Asset
1536,2220,ACCRUED SALARIES AND WAGES,Liability,1,92,1027,,0,,101,Current Liabilities
1537,6099,Health Insurance,Expense,1,94,1028,22,0,,101,General & Administrative
1538,6098,Payroll Taxes (General & Admin),Expense,1,94,1028,23,0,,101,General & Administrative
1539,6091,General Manager,Expense,1,94,1028,24,0,,101,General & Administrative
1540,6092,Senior Technician,Expense,1,94,1028,24,0,,101,General & Administrative
